parameter_value_eps,score
0.01,1.084218712949689
0.02,1.084218712949689
0.03,1.084218712949689
0.04,1.084218712949689
0.05,1.084218712949689
0.1,1.084218712949689
0.2,0.8913316720862218
0.3,0.8349056718206591
0.4,1.4380223545565283
